ID,ID_Ristow,ID_Khatchatrian,Page_Khatchatrian,Page_Khatchatrian_1982_Suppl,Pelagios_ID,Place_name_modern,Localisation,X_coordinates,Y_coordinates,Localisation_certainty,Localisation_notes,Certainty,Place_name_full_precisely_transcribed_from_Ristow,Near,Place_name_ancient,Place_name_alternative_forms,State_modern,Region_modern,Island,Region_ancient,Province_ancient,Date_Ristow,Built_after_or_in,Built_before_or_in,Date_century_from_ante_quem,Date_average,Date_century_from_average,Date_certainty,Separate_Building_or_Part_of_the_Church,Place_specification,Patrocinium,Building_orientation,Building_shape_1,Building_shape_2,Building_shape_3,Building_shape_note,Entrance_from,Entrance_room,Apse,Piscina_location,Piscina_shape_1,Piscina_shape_2,Piscina_shape_3,Piscina_shape_4,Piscina_shape_5,Piscina_shape_6,Piscina_shape_note,Additional_piscina,Monolithic_piscina,Piscina_steps_number_max,Piscina_steps_from_direction,Piscina_depth_cm,Piscina_depth_precise,Piscina_height_cm,Not_totally_full,Ciborium,Ciborium_supports_no,Plan_reference,Plan,Photo,Notes,
837,832,,,,,Orléans,"Orléans, France",1.91,47.90,1,,possibly or probably a baptistery,"Orléans {Loiret}, St-Jean (?) (bei der Kathedrale)",,,Orléans,France,Loiret,,,,4 (später?),350,399,4,375,4,n,c,St-Jean (?) (Near the cathedral),John the Baptist,SW,central building,,,,,,,,round,,,,,,,,y,,,46,,52,y,,,,,,,
838,833,,,,,Perpignan,"Perpignan, France",2.90,42.70,1,,possibly or probably a baptistery,"Perpignan {Pyrénées-Orientales}, Kathedrale",,,Perpignan,France,Pyrénées-Orientales,,,,MA 11 (?),1000,1099,11,1050,11,n,c,cathedral,,,,,,,,,,,round,,,,,,,,y,,,75,,100,,,,,,,,
839,834,,,,,Rodez,"Rodez, France",2.57,44.35,1,,possibly or probably a baptistery,"Rodez {Averyon}, Kathedrale St-Pierre-et-Paul",,,Rodez,France,Averyon,,,,5,400,499,5,450,5,,c,Cathedral St-Pierre-et-Paul,"Peter, Paul",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,835,,,,,Rouen,"Rouen, France",1.10,49.44,1,,possibly or probably a baptistery,"Rouen (Rotomagus) {Seine-Maritime}, St-Jean? (bei der Kathedrale Notre-Dame - Kirchenfamilie); Phase: 2",,Rotomagus,Rouen,France,Seine-Maritime,,,,4 (Ende?-später),375,399,4,387,4,n,c,St-Jean? (Near Notre-Dame Cathedral - church family),John,N,rectangle,,,(?),,,E,,,,,,,,,,,,,,,,,,,"Erlande-Brandenburg/Mérel-Brandenburg 1995, 48, Fig. 37",,,,
841,836,,,109,,Saint-Cicy,"Saint-Cicy, France",1.03,43.22,2,Cazères,possibly or probably a baptistery,"Saint-Cicy (Aquae Siccae/b. Cazères) {Haute-Garonne}, Nekropole Bantayré; Phase: 1",Cazères,Aquae Siccae,Saint-Cicy,France,Haute-Garonne,,,,4/5 (Ende)?,300,499,5,400,5,n,,Necropolis Bantayré,,S,,,,,,,,,octogon,,,,,,,,,10,E,113,,,,,,"Khatchatrian 1982, 109 (Abb.); Buhler 1986, Fig. 5 [Pisc.]; Février 1996, 169 (Abb.)",,,,
842,837,361,,,,Saint-Rémy-de-Provence,"Saint-Rémy-de-Provence, France",4.83,43.79,1,,possibly or probably a baptistery,"Saint-Rémy-de-Provence {Bouches-Rhône}, Notre-Dame-dans-la Tour/Pénitents Noirs/St-Pierre",,,Saint-Rémy-de-Provence,France,Bouches-Rhône,,,,fma,500,999,10,750,8,,,Notre-Dame-in-the-Tower / Black Penitents / St-Pierre,"Mary, Pénitents Noirs, Peter",SSE,octogon,,,niches,"N, E","N, E",,M,,,,,,,,,,,,,,,,,,"Rolland 1943, 208, Pl. 1",,,,
843,838,,,,,Soissons,"Soissons, France",3.32,49.38,1,,possibly or probably a baptistery,Soissons {Aisne},,,Soissons,France,Aisne,,,,fma,500,999,10,750,8,,,,,,,,,,,,,,cross,cross,,,,,,,y,,,35,,,,,,,,,,
844,839,,,,,Thérouanne,"Thérouanne, France",2.26,50.64,1,,possibly or probably a baptistery,"Thérouanne {Pas-de-Calais}, Kirchenkomplex",,,Thérouanne,France,Pas-de-Calais,,,,7/8 (vorkarolingisch),600,750,8,675,7,,c,church complex,,S,rectangle,,,(?),,,"E, W",M,,,,,,,,,,,,,,,,,,"Heitz 1980, 21, Abb. 9; Bernard 1986, 313, Fig. 12; 317, Fig. 13; Heitz 1987, 191 (Abb.)",,,,
845,840,,,,,Toul,"Toul, France",5.90,48.68,1,,possibly or probably a baptistery,"Toul {Meurthe-et-Moselle}, St-Jean-Baptiste",,,Toul,France,Meurthe-et-Moselle,,,,4 (?),300,399,4,350,4,n,,St-Jean-Baptiste,John the Baptist,,round,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,841,,,,,Verdun,"Verdun, France",5.38,49.17,1,,possibly or probably a baptistery,"Verdun {Meuse}, St-Jean-le-Rond",,,Verdun,France,Meuse,,,,4 (?),300,399,4,350,4,n,,St-Jean-le-Rond,St-Jean-le-Rond,W,round,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,842,,,,,Nokalakevi,"Nokalakevi, Georgia",42.19,42.36,1,,possibly or probably a baptistery,"Nokalakevi (Nokalevi/Archeopolis) [Нокалеъи/Археополис], Kirche Nr. 1",,Archeopolis,"Nokalakevi, Nokalevi, Нокалеъи",Georgia,,,,,4 (?),300,399,4,350,4,n,c,church Nr. 1,,W,rectangle,,,,S,,,,,,,,,,,,,,,,,,,,,"Chruškova in: ACA 11, 2669, Fig. 12b; Chruškova 1991, Tabl. 1,3; III,3",,,,
848,843,,,,,Vachnari,"Vachnari, Georgia",45.6505321,41.6732622,3,Zemo Kachreti,possibly or probably a baptistery,Vachnari (b. Makharadze) [Вашнари],Makharadze,,"Vachnari, Вашнари",Georgia,,,,,6 (2. H.),550,599,6,575,6,,,,,SE,rectangle,,,,"N, W",W,,,,,,,,,,,,,,,,,,,,"Lékvinadzé 1972, 310, Ris. 1; Chruškova 1981, 22, Fig. 9; Chruškova 1991, Tabl. 1,5",,,,
849,844,,,,,Athens,"Athens, Greece",23.72,37.98,1,,possibly or probably a baptistery,"Athen {Attika}, [Άθῆναι], Asklepieion",,,"Athen, Άθῆναι",Greece,,,Attika,,450/60-485 (?),450,485,5,468,5,n,,Asklepieion,Asklepieion,NE,round,,,,S,S,N,,,,,,,,,,,,,,,,,,,"Karivieri in: ACA 12,2, 904, Fig. 3",,,,
850,845,191,,,,Ermion,"Ermion, Greece",23.25,37.39,1,,possibly or probably a baptistery,Ermion (Hermione) {Argolis} [Έрμιόνη],,,"Ermion, Hermione, Έрμιόνη",Greece,,,Argolis,,7,600,699,7,650,7,,,,,NW,rectangle,,,,W,3 W,"E, W",,,,,,,,,,,,,,,,,,,"Orlandos 1956, 78, Eik. 78; Volanakis 1976, Eik. I,5 [epsilon]",,,,
851,846,,,,,Chalkis,"Chalkis, Greece",23.59,38.47,1,,possibly or probably a baptistery,"Euböa - Chalkis [Εϑβοια - Χαλκίϛ], Ag. Paraskevi",,,"Chalkis, Χαλκίϛ",Greece,,"Euböa, Εϑβοια",,,5/6,400,599,6,500,6,,,Ag. Paraskevi,Paraskevi,SW,trefoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,847,,,,,Kenchreai,"Kenchreai, Greece",22.99,37.88,3,"Kechries - ale je severně od Argosu, podle Ristowa by měl být jižně",possibly or probably a baptistery,Kenchreai (südl. Argos) {Argolis} [Κεγχρεαί],Argos,,"Kenchreai, Κεγχρεαί",Greece,,,Argolis,,6,500,599,6,550,6,,,,,W,rectangle,,,,"E, W",,,S,rectangle,,,,,,,,,,,,,,,,,"Pallas 1977, 170, Fig. 116",,,,
853,848,181,,,,Kos,"Kos, Greece",27.29,36.89,1,,possibly or probably a baptistery,"Kos - Kos [Κώϛ - Κώϛ], Ag. Joannis (Täufer)",,,"Kos, Κώϛ",Greece,,"Kos, Κώϛ",,,5/6 (Ende),500,599,6,550,6,,,Ag. Joannis (Baptist),John the Baptist,I,round,square,,round with 8 niches,W,,E,M,round,,,,,,(?),,,,,,,,,,,"Orlandos in: ACA 5, 200, Fig. 1; Volanakis 1976, Eik. IX,4 [delta]","Ristow 87, Abb. 8",,,
854,849,,80,,,Panormos,"Panormos, Greece",24.69,35.42,1,,possibly or probably a baptistery,Kreta - Panormos/Mylopotamou {Rhetymnes} [Κρήτη - Πάνορμος],,Mylopotamou,"Panormos, Πάνορμος",Greece,,"Crete, Κρήτη",Rhetymnes,,5,400,499,5,450,5,,,,,NW,rectangle,,,,,,,,round,,,,,,(?),,,,,,,,,,,"Volanakis 1976, Eik. X,1 [alpha]",,,,
855,850,168,,,,Philippi,"Philippi, Greece",24.34,41.03,1,,possibly or probably a baptistery,"Philippi {Kavalla} [Φίλπποι], Kirche A",,,"Philippi, Φίλπποι",Greece,,,Kavalla,,5 (Ende),475,499,5,487,5,,c,church A,,NW,rectangle,,,,"W, E","W, E",E,M,rectangle,,,,,,(?),,,2,,,,,,y,4,"Volanakis 1976, Eik. V,3-4 [gamma, delta]; Ulbert in: ACA 10,1, 169, Abb. 5",,,,
856,851,,,,,Philippi,"Philippi, Greece",24.34,41.03,1,,possibly or probably a baptistery,"Philippi {Kavalla} [Φίλπποι], Kirche C (= Gamma = Basilika am Museum)",,,"Philippi, Φίλπποι",Greece,,,Kavalla,,5/6,400,599,6,500,6,,c,Church C (= Gamma = Basilica at the Museum),,NW,rectangle,,,,W,W,E,E,rectangle,,,,,,,,,,,,,,,,,"Kourkoutidou-Nikolaïdou 1989, 466, Sch. 1",,,,
857,852,,,95,,Skiathos,"Skiathos, Greece",23.48,39.17,1,,possibly or probably a baptistery,Skiathos [Σκίαθος],,,"Skiathos, Σκίαθος",Greece,,,,,5/6,400,599,6,500,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,853,,,,,Har Tavor,"Har Tavor, Israel",35.40,32.69,1,,possibly or probably a baptistery,Har Tavor (Mons Tabor) {Palaestina II},Mons Tabor,,Har Tavor,Israel,,,Palaestina Secunda,,4/5,300,499,5,400,5,,,,,SW,rectangle,,,,,,,M,round,,,,,,(?),,,,,,,,,,,,,,,
859,854,,,,,Khirbet Agur,"Khirbet Agur, Israel",34.89,31.60,2,Bejt Guvrin,possibly or probably a baptistery,Khirbet Agur (Ajjur/Anab/nördl. Beth Guvrin = Eleutheropolis) {Palaestina I},Beth Guvrin,Eleutheropolis,"Khirbet Agur, Ajjur, Anab",Israel,,,Palaestina Prima,,(?),unknown,unknown,#VALUE!,#DIV/0!,#DIV/0!,n,,,,N,,,,,,,,,rectangle,,,,,,,,,,,100,n,,,,,,,,,
860,855,13,,,,Sepphoris,"Sepphoris, Israel",35.28,32.75,1,,possibly or probably a baptistery,"Sepphoris (Sefforis/Diocäsarea/5 km nordwestl. Nazareth) {Palaestina II}, Kirche von 313",Nazareth,Diocäsarea,"Sepphoris, Sefforis",Israel,,,Palaestina Secunda,,4-(?),300,unknown,#VALUE!,300,4,n,c,Church of 313,,N,irregular,,,,"N, S","N, S",,N,rectangle,,,,,,,,,2,W,80,,,,,,"Ben Pechat 1986 III, Pl. 284a",,,,
861,856,,,,,Ancona,"Ancona, Italy",13.50,43.59,1,,possibly or probably a baptistery,"Ancona {Marche}, S. Maria della Piazza",,,Ancona,Italy,Marche,,,,5/6,400,599,6,500,6,,c,S. Maria della Piazza,Mary,In,inside the church,,,,open,open,,,hexagon,,,,,,,,,,,,,,,,,,,,,
862,857,,,,,Bari,"Bari, Italy",16.86,41.11,1,,possibly or probably a baptistery,"Bari {Puglia}, Kathedrale",,,Bari,Italy,Puglia,,,,MA/fma (?),500,1099,11,800,9,n,c,cathedral,,,dodecagon,round,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,858,,,,,Biella,"Biella, Italy",8.06,45.56,1,,possibly or probably a baptistery,Biella {Piemonte}. Bpt. neben der Stephaniskirche und der Kathedrale (Kirchenkomplex?),,,Biella,Italy,Piemonte,,,,MA (um 1040?/schon fma?),1015,1065,11,1040,11,n,,Bpt. next to the St. Stephan Church and the cathedral (church complex?),,SE,quatrefoil,,,,"S, W",,,,,,,,,,,,,,,,,,,,,"Kling 1988, 418, Abb. 1 (m. re.)",,,,
864,859,342,147,,,Brescia,"Brescia, Italy",10.22,45.54,1,,possibly or probably a baptistery,"Brescia {Lombardia}, S. Giovanni Battista",,,Brescia,Italy,Lombardia,,,,5/6 (?-615),400,615,7,508,6,n,,S. Giovanni Battista,John the Baptist,W,octogon,,,niches,2 E,E,,,,,,,,,,,,,,,,,,,,"Panazza 1942, 31, Fig. I; Panazza 1963, 377 (Abb.); Henricks 1989, 367, Fig. 54; Kling 1995, 136, Abb. 76",,,,
865,860,,,,,Capua,"Capua, Italy",14.21,41.11,1,,possibly or probably a baptistery,"Capua (Capua Vetere/Catabulum) {Campania}, bei SS. Apostoli",,"Capua Vetere, Catabulum",Capua,Italy,Campania,,,,4 (Ende),375,399,4,387,4,,,SS. Apostoli,Apostoli,SE,octogon,,,,"N, E",SW,,,,,,,,,,,,,,,,,,,,"Pagano/Rougeter 1984, 1008ff., Fig. 8ff.; Falla Castelfranchi 1992, 214 (Abb.)",,,,
866,861,,,,,Castelnuovo del Abate,"Castelnuovo del Abate, Italy",11.51,42.99,1,Castelnuovo dell'Abate,possibly or probably a baptistery,"Castelnuovo del Abate (b. Montalcino) {Toscana}, Abbazia Sant' Antimo",Montalcino,,Castelnuovo del Abate,Italy,Toscana,,,,8,700,799,8,750,8,,,Abbazia Sant' Antimo,Antimo,SE,rectangle,,,,W,,E,M,round,,,,,,,,,,,35,n,,,,,,,,,
867,862,,75,,,Chieri,"Chieri, Italy",7.82,45.01,1,,possibly or probably a baptistery,"Chieri (b. Turin) {Piemonte}, Dom, Sta Maria della Scala",Turin,,Chieri,Italy,Piemonte,,,,5/6 (?),400,599,6,500,6,n,c,"cathedral, Sta Maria della Scala",Maria della Scala,S,octogon,,,niches,,,,,,,,,,,,,,,,,,,,,,,,,,
868,863,335,,,,Como,"Como, Italy",9.08,45.81,1,,possibly or probably a baptistery,"Como {Lombardia}, S. Giovanni in Atrio (b. San Fedele)",,,Como,Italy,Lombardia,,,,5 (Mitte/spätes),425,499,5,462,5,,,S. Giovanni in Atrio (near San Fedele),John,W,octogon,,,niches,"E, W",,,,,,,,,,,,,,,,,,,,,"Mirabella Roberti 1984, 84, Tav. 1",,,,
869,864,,,,,Egnazia,"Egnazia, Italy",17.39,40.89,1,,possibly or probably a baptistery,"Egnazia {Puglia}, N-Kirche; Phase: 1",,,Egnazia,Italy,Puglia,,,,3/4,200,399,4,300,4,,c,northern church,,N,rectangle,,,,W,,,,trapezoid,,,,,,,1,,2,"N, W",,,,,,,"Moreno Cassano 1979, Tav. I a, b; Nuzzo 1991, 363, Fig. 6",,,,
870,865,,,,,Piacenza,"Piacenza, Italy",9.70,45.05,1,,possibly or probably a baptistery,"Piacenza {Emilia-Romagna}, S. Antonio",,,Piacenza,Italy,Emilia-Romagna,,,,fma,500,999,10,750,8,,,S. Antonio,Antonio,,octogon,,,gallery,,,,,round,sexfoil,,,,,,,,,,56,,,,,,"Piva 1997, 266f., Fig. 2f.",,,,
871,866,,,,,Ravenna-Classe,"Ravenna-Classe, Italy",12.22,44.40,1,,possibly or probably a baptistery,"Ravenna-Classe {Emilia-Romagna}, Basilica Petriana",,,Ravenna-Classe,Italy,Emilia-Romagna,,,,500 (um),475,524,6,500,6,,c,Basilica Petriana,Peter,,rectangle,,,gallery,,,,,,,,,,,,,,,,,,,,,,,,,,
872,867,,,,,Ravenna-Classe,"Ravenna-Classe, Italy",12.22,44.40,1,,possibly or probably a baptistery,"Ravenna-Classe {Emilia-Romagna}, Ca'Bianca",,,Ravenna-Classe,Italy,Emilia-Romagna,,,,6,500,599,6,550,6,,,Ca'Bianca,,N,octogon,,,,S,S,,,,,,,,,,,,,,,,,,,,"Dechmann 1976, Bd. 2,2, 319, Fig. 55",,,,
873,868,,,,,Roma,"Roma, Italy",12.51,41.89,1,,possibly or probably a baptistery,"Rom {Lazio}, Pontiankatakombe",,,"Rom, Rome",Italy,Lazio,,,,6,500,599,6,550,6,,,Pontiankatakombe,,In,,,,,,,,,rectangle,,,,,,,,,10,,114,,,,,,"Leclercq in: DACL II (1910) Sp. 408f., fig. 1323f.",,,,
874,869,,,,,Roma,"Roma, Italy",12.51,41.89,1,,possibly or probably a baptistery,"Rom {Lazio}, Priscillakatakombe",,,"Rom, Rome",Italy,Lazio,,,,4 (? Ende),375,399,4,387,4,n,,Priscillakatakombe,,In,irregular,,,,,,,,rectangle,,,,,,,,,25,,140,,,,,,"Leclercq in: DACL II (1910) Sp. 403, fig. 1319",,,,
875,870,,,,,Roma,"Roma, Italy",12.51,41.89,1,,possibly or probably a baptistery,"Rom {Lazio}, S. Costanza b. S. Agnese sulla Via Nomentana",,,"Rom, Rome",Italy,Lazio,,,,5 (?),400,499,5,450,5,n,,S. Costanza b. S. Agnese sulla Via Nomentana,Constanza,NE,round,,,with  inside support ring,,,,M,,,,,,,,,,,,91,,,,,,"Cechelli Trinci 1982/83, 189, Fig. 2",,,,
876,871,,,,,Roma,"Roma, Italy",12.51,41.89,1,,possibly or probably a baptistery,"Rom {Lazio}, S. Lorenzo in Damaso",,,"Rom, Rome",Italy,Lazio,,,,4,300,399,4,350,4,,,S. Lorenzo in Damaso,Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,871a,,,,,Roma,"Roma, Italy",12.51,41.89,1,,possibly or probably a baptistery,"Rom {Lazio}, S. Marco di Piazza Venezia",,,"Rom, Rome",Italy,Lazio,,,,5/6 (?),400,599,6,500,6,n,,S. Marco di Piazza Venezia,Marco,SW,,,,,,,,,rectangle,rectangle,,,,,,,,,,,,,,,,"Cechelli in: ACA 12,2, 642, Fig. 2; Taf. 81b",,,,
878,872,,,,,Roma,"Roma, Italy",12.51,41.89,1,,possibly or probably a baptistery,"Rom {Lazio}, S. Paolo fuori le Mura",,,"Rom, Rome",Italy,Lazio,,,,498-514,498,514,6,506,6,,,S. Paolo fuori le Mura,Paul,S,rectangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,873,,105,,,Sala Consilina,"Sala Consilina, Italy",15.60,40.40,1,,possibly or probably a baptistery,"Sala Consilina (Marcellianum/im Vallo di Diano/zw. Sala Consilia u. Padula) {Campania}, San Giovanni in Fonte","Vallo di Diano, Sala Consilia u. Padula",Marcellianum,Sala Consilina,Italy,Campania,,,,4/5,300,499,5,400,5,,c,San Giovanni in Fonte,John The Baptist,W,inside the church,,,,open,open,W,W,square,,,,,,,,,,,,,,,,,"Bracco 1958, Fig. 3; Falla Castelfranchi in: ACA 12,1, 240, Fig. I",,,,
880,874,,126,,,San Remo,"San Remo, Italy",,,4,"několik lokalit se stejnými názvy, chybí upřesnění",possibly or probably a baptistery,"San Remo {Liguria}, S. Giovanni (bei S. Siro)",,,San Remo,Italy,Liguria,,,,MA (fma?-11),500,1099,11,800,9,n,,S. Giovanni (near S. Siro),John,N,,,,,,,,,round,,,,,,(?),,,,,,,,,,,"Lamboglia 1960, 27, Fig. 7; 33, Fig. 12",,,,
881,875,,132,,,Syrakus,"Syrakus, Italy",15.27,37.08,1,,possibly or probably a baptistery,"Sizilien - Sirakus (Sirakusa/Syracuse) {Sicilia}, S. Lucia di Mendola",,,"Sirakus, Sirakusa, Syracuse",Italy,Sicilia,Sicilia,,,6 (römisch),500,599,6,550,6,,c,S. Lucia di Mendola,Lucia di Mendola,In,inside the church,,,,open,open,,M,square,,,,,,irregular,,,1,,,,,,,,,,,,
882,876,353,,,,Velletri,"Velletri, Italy",12.78,41.69,1,,possibly or probably a baptistery,"Velletri {Lazio}, S. Cesaro (römische villa)",,,Velletri,Italy,Lazio,,,,römisch-4/5,200,499,5,350,4,,,S. Cesaro (Roman villa),Cesaro,,irregular,round,,,,,N,N,semicircle,,,,,,,,,1,,,,,,,,,,,,
883,877,325,,,,Vicenza,"Vicenza, Italy",11.55,45.55,1,,possibly or probably a baptistery,Vicenza {Veneto},,,Vicenza,Italy,Veneto,,,,4/5,300,499,5,400,5,,,,,NNE,octogon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,878,,,,,Betika,"Betika, Croatia",15.6093576,43.8366838,3,Betina,possibly or probably a baptistery,"Betika (Betica) {Istrien}, Sv. Andreja",,,"Betika, Betica",Croatia,Istria,,,,6/7 (?),500,699,7,600,7,n,,Sv. Andreja,Andreja,SSW,rectangle,,,,"2 N; S, W","N, N, S, W",E,,,,,,,,,,,,,,,,,,,"Marušić/Šašel 1986, 309, Fig. 2 [d]; 325, Fig. 16",,,,
885,879,,,,,Danilo Gornje,"Danilo Gornje, Croatia",15.89,43.71,1,Šibenik 21 km,possibly or probably a baptistery,Danilo-Rider,,,Danilo-Rider,Croatia,,,,,fma,500,999,10,750,8,,,,,S,rectangle,,,,W,,E,,,,,,,,,,,,,,,,,,,"Chevalier 1988, 125, Fig. 7 (re.)",,,,
886,880,,137,,,Donje selo,"Donje selo, Croatia",15.08,44.14,1,,possibly or probably a baptistery,Ugljan - Donje selo (Lissa),,,"Donje selo, Lissa",Croatia,,Ugljan,,,fma,500,999,10,750,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,881,,,,,Muline,"Muline, Croatia",15.08,44.13,1,,possibly or probably a baptistery,Ugljan - Muline,,,Muline,Croatia,,Ugljan,,,fma,500,999,10,750,8,,,,,S,rectangle,,,,"E, W",E,E,,,,,,,,,,,,,,,,,,,"Chevalier 1988, 125, Fig. 7 (li.)",,,,
888,882,,,,,Khān-Khaldé,"Khān-Khaldé, Lebanon",35.48,33.78,1,Khalde,possibly or probably a baptistery,Khān-Khaldé (b. Beirut),Beirut,,Khān-Khaldé,Lebanon,,,,,7,600,699,7,650,7,,,,,SE,rectangle,,,irregular,"N, W","N, W",,,cross,,,,,,,,,,,,,,,,,"Ben Pechat 1986 I, 268, Fig. 10",,,,
889,883,,,,,Cyrene,"Cyrene, Libya",21.86,32.82,1,,possibly or probably a baptistery,"Saḥḥāt (Cyrene), Kathedrale; Phase: 1",,Cyrene,Saḥḥāt,Libya,,,,,6,500,599,6,550,6,,c,cathedral,,,,,,,,,,,rectangle,rectangle,,,,,,,y,2,,,,,,,,,,,,
890,884,,,117,,Radolišta,"Radolišta, Macedonia",20.62,41.16,1,,possibly or probably a baptistery,Radolišta (1 km westl. Struga) [Радолишта (οд Cтруга)],"Struga, Cтруга",,"Radolišta, Радолишта ",Macedonia,,,,,5 (Ende)/6,475,599,6,537,6,,,,,SW,,,,,W,W,,,,,,,,,,,,,,,,,,,,,,,,
891,885,,,,,Sevenum,"Sevenum, Netherlands",6.04,51.41,1,,possibly or probably a baptistery,"Sevenum {Prov. Limburg}, SS. Fabian und Sebastian",,,Sevenum,Netherlands,Limburg,,,,MA (10/11),900,1099,11,1000,11,,,SS. Fabian and Sebastian,"Fabian, Sebastian",In,rectangle,,,,open,inside the church,,M,round,,,,,,,,,,,,,,,,,"Kubach/Verbeek 1976, Bd. 2, 1015, Abb. 1814",,,,
892,886,293,,,,Petronell-Carnuntum,"Petronell-Carnuntum, Austria",16.87,48.11,1,,possibly or probably a baptistery,"Petronell-Carnuntum {Niederösterreich}, im Amphitheater II (S-Tor)",,,Petronell-Carnuntum,Austria,Niederösterreich,,,,4 (Ende),375,399,4,387,4,,,In the Amphitheater II (S-Gate),,SW,rectangle,,,,"N, E",,,M,hexagon,,,,,,,,,1,,50,,,,,,"OSS, 49 (Abb.)",,,,
893,887,,,89,,Conímbriga,"Conímbriga, Portugal",-8.49,40.10,1,,possibly or probably a baptistery,"Conímbriga (b. Coimbra) {Beira Litoral}, Östlich des Eingangs zum Grabungsgelände",Coimbra,,Conímbriga,Portugal,Beira Litoral,,,,fma,500,999,10,750,8,,,East of the entrance to the site,,W,rectangle,,,,"N, S, W, E","N, S, W, E",,,oval,,,,,,open access,,,,"E, W",,,,,y,4,"Palol 1967, 169, Fig. 66; Maciel 1992, 447, Fig. 4; Maciel/Campos Coelho 1994, 80f., Fig. 6 [Pisc.]",,,,
894,888,,,,,Milreu,"Milreu, Portugal",-8.14,39.63,1,,possibly or probably a baptistery,"Milreu/Estoi {Algarve}, Nymphäum",,,"Milreu, Estoi",Portugal,Algarve,,,,5/6,400,599,6,500,6,,,Nymphaeum,,W,rectangle,,,,"E, N, S",E,,M,rectangle,,,,,,,,,3,"N, S",92,,,y,,,"Schlunk/Hauschild 1978, 111, Abb. 75; Hauschild 1980, 191, Abb. 2; 193ff., Abb. 3f. [Pisc.]",,,,
895,889,,,,,Carignan,"Carignan, Switzerland",6.96,46.88,1,,possibly or probably a baptistery,"Carignan {Freiburg}, Saint-Pierre",,,Carignan,Switzerland,Freiburg,,,,5/6,400,599,6,500,6,,,Saint-Pierre,Peter,SW,rectangle,,,,,,,,,,,,,,,,,,,,,,,,,"Bujard 1994, 100, Fig. 1",,,,
896,890,,,,,Disentis-Mustér,"Disentis-Mustér, Switzerland",8.85,46.73,1,,possibly or probably a baptistery,"Disentis-Mustér {Graubünden}, St. Maria II; Phase: 1",,,Disentis-Mustér,Switzerland,Graubünden,,,,8 (1. H.),700,749,8,725,8,,,St. Maria II,Mary,N,rectangle,,,,open,,3,NW,octogon,round,,,,,,,,,,,,,,,,"Müller 1986, 10, Abb. 1,2 (o.); JSS, 93 (Abb.); Schönbächler 1992, 8 (Abb. u. li.); Jäggi u. a. 1993, 151, Abb. 143,2",,,,
897,891,,,,,Kaiseraugst,"Kaiseraugst, Switzerland",7.73,47.54,1,,possibly or probably a baptistery,"Kaiseraugst {Aargau}, Thermen; Phase: 1",,,Kaiseraugst,Switzerland,Aargau,,,,4 (?),300,399,4,350,4,n,,Thermal baths,,NE,rectangle,,,,S,S,,MW,rectangle,,,,,,,,,,,,,,,,,"Laur-Belart 1967, 4, Abb. 2, 6f., Abb. 4f.; Laur-Belart 1988, 186ff., Abb. 193ff.",,,,
898,892,,,114,,Kaiseraugst,"Kaiseraugst, Switzerland",7.73,47.54,1,,possibly or probably a baptistery,"Kaiseraugst {Aargau}, Thermen; Phase: 2",,,Kaiseraugst,Switzerland,Aargau,,,,4/5,300,499,5,400,5,,,Thermal baths,,NE,rectangle,,,,2 W,2 W,S,SE,semicircle,,,,,,,,,,,80,,,,,,"Laur-Belart 1967, 8, Abb. 7; Laur-Belart 1988, 186ff., Abb. 193ff.",,,,
899,893,,,,,Lausanne,"Lausanne, Switzerland",6.63,46.52,1,,possibly or probably a baptistery,"Lausanne {Waadt}, Kathedrale",,,Lausanne,Switzerland,Waadt,,,,karolingisch?,751,987,10,869,9,n,c,cathedral,,W,,,,,,,,,round,,,,,,,,,,,,,,,y,,"OSS, 170 (Abb.); Sennhauser in: Cardani 1995, 16, Tav. 1,3; Tav. 8,3 [Rek.]",,,,
900,894,,,,,Winterthur,"Winterthur, Switzerland",8.72,47.51,1,,possibly or probably a baptistery,"Winterthur {Zürich}, St. Laurentius",,,Winterthur,Switzerland,Zürich,,,,MA (9/10),800,999,10,900,10,,,St. Laurentius,Laurentius,In,rectangle,,,,open,"N, S",,MW,round,,,,,,,,,,,71,,,y,,,"Jäggi u. a. 1993, 151, Abb. 143,5",,,,
901,895,,,,,Kranj,"Kranj, Slovenia",14.37,46.23,1,,possibly or probably a baptistery,"Kranj (Carnium), bei St. Kanzian",,,"Kranj, Carnium",Slovenia,,,,,4-9,300,899,9,600,7,,,near St. Kanzian,Kanzian,N,octogon,,,,S,,E,,,,,,,,,,,,,,,,,,,"Valic 1991, 34f., sl. 79f. [Pisc.]",,,,
